latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.862915,12.539912,54.0,0,GMT,GMT

time,precipitation (mm),cloud_cover (%),wind_speed_10m (km/h),terrestrial_radiation (W/m²),pressure_msl (hPa),soil_temperature_0_to_7cm (°C)
2004-08-15T08:00,0.00,0,6.2,750.7,1014.6,27.0
2004-08-15T09:00,0.00,0,5.6,938.7,1014.5,29.5
2004-08-15T10:00,0.00,0,4.0,1077.3,1014.6,31.8
2004-08-15T11:00,0.00,0,2.9,1157.0,1014.4,33.3
2004-08-15T12:00,0.00,1,3.6,1172.5,1014.1,34.6
2004-08-15T13:00,0.00,11,8.2,1122.5,1014.0,34.6
2004-08-15T14:00,0.00,27,11.6,1010.5,1013.7,33.6
2004-08-15T15:00,0.00,59,13.4,844.1,1013.6,32.5
2004-08-15T16:00,0.00,37,15.1,634.6,1013.8,31.3
2004-08-15T17:00,0.00,4,13.2,396.3,1013.8,29.7
2004-08-15T18:00,0.00,5,9.2,145.4,1013.9,28.1
2004-08-15T19:00,0.00,0,7.3,0.2,1014.3,26.5
2004-08-15T20:00,0.00,0,6.5,0.0,1014.8,25.3
2004-08-15T21:00,0.00,0,5.0,0.0,1014.8,24.2
2004-08-15T22:00,0.00,0,5.7,0.0,1015.3,23.1
2004-08-15T23:00,0.00,8,4.7,0.0,1015.1,22.3
2004-08-16T00:00,0.00,26,4.3,0.0,1015.2,21.7
2004-08-16T01:00,0.00,24,4.7,0.0,1014.9,21.1
2004-08-16T02:00,0.00,4,5.0,0.0,1014.9,20.6
2004-08-16T03:00,0.00,0,5.3,0.0,1014.7,20.2
2004-08-16T04:00,0.00,0,5.2,0.0,1014.5,19.8
2004-08-16T05:00,0.00,0,6.3,65.2,1015.0,19.7
2004-08-16T06:00,0.00,0,5.5,276.6,1015.1,21.3
2004-08-16T07:00,0.00,0,4.1,522.8,1015.2,24.2
2004-08-16T08:00,0.00,0,3.3,747.6,1015.3,26.9
2004-08-16T09:00,0.00,0,4.2,935.8,1015.4,29.4
2004-08-16T10:00,0.00,0,3.9,1074.5,1015.0,31.3
2004-08-16T11:00,0.00,7,6.2,1154.1,1014.5,31.9
2004-08-16T12:00,0.00,14,8.3,1169.3,1014.0,33.0
2004-08-16T13:00,0.00,11,10.8,1119.0,1013.5,33.1
2004-08-16T14:00,0.00,4,14.9,1006.6,1013.0,33.1
2004-08-16T15:00,0.00,0,16.5,839.7,1013.0,32.4
2004-08-16T16:00,0.00,9,16.2,629.8,1013.0,31.1
2004-08-16T17:00,0.00,22,13.6,391.0,1013.1,29.4
2004-08-16T18:00,0.00,41,9.4,139.6,1013.2,27.6
2004-08-16T19:00,0.00,7,4.7,0.0,1013.7,26.1
2004-08-16T20:00,0.00,2,4.7,0.0,1014.0,25.0
2004-08-16T21:00,0.00,0,5.2,0.0,1014.1,23.8
2004-08-16T22:00,0.00,4,4.7,0.0,1014.5,22.9
2004-08-16T23:00,0.00,3,3.3,0.0,1014.0,22.2
2004-08-17T00:00,0.00,4,3.2,0.0,1014.3,21.6
2004-08-17T01:00,0.00,15,3.2,0.0,1014.0,21.1
2004-08-17T02:00,0.00,41,2.5,0.0,1014.0,20.7
2004-08-17T03:00,0.00,21,1.9,0.0,1013.8,20.3
2004-08-17T04:00,0.00,27,2.3,0.0,1014.1,20.0
2004-08-17T05:00,0.00,31,3.1,63.3,1014.2,20.0
2004-08-17T06:00,0.00,25,4.1,272.8,1014.7,21.6
2004-08-17T07:00,0.00,6,3.3,519.4,1014.5,24.7
2004-08-17T08:00,0.00,1,3.2,744.5,1014.7,27.1
2004-08-17T09:00,0.00,0,5.2,932.9,1014.9,29.5
2004-08-17T10:00,0.00,0,6.1,1071.6,1014.8,31.6
2004-08-17T11:00,0.00,0,9.4,1151.1,1014.6,32.9
2004-08-17T12:00,0.00,0,11.7,1166.1,1014.6,33.6
2004-08-17T13:00,0.00,0,13.0,1115.5,1014.6,33.7
2004-08-17T14:00,0.00,0,12.8,1002.7,1014.4,33.5
2004-08-17T15:00,0.00,0,11.9,835.3,1014.3,32.8
2004-08-17T16:00,0.00,0,11.0,624.9,1014.3,31.7
2004-08-17T17:00,0.00,0,10.3,385.6,1014.1,30.1
2004-08-17T18:00,0.00,0,7.8,133.8,1014.4,28.2
2004-08-17T19:00,0.00,0,6.5,0.0,1014.7,26.6
2004-08-17T20:00,0.00,0,7.4,0.0,1015.1,25.4
2004-08-17T21:00,0.00,0,8.4,0.0,1015.3,24.3
2004-08-17T22:00,0.00,0,6.2,0.0,1015.6,23.5
2004-08-17T23:00,0.00,0,5.9,0.0,1016.0,22.8
2004-08-18T00:00,0.00,1,6.8,0.0,1015.8,22.1
2004-08-18T01:00,0.00,2,6.0,0.0,1016.2,21.5
2004-08-18T02:00,0.00,4,8.2,0.0,1016.0,21.2
2004-08-18T03:00,0.00,0,8.6,0.0,1016.1,21.0
2004-08-18T04:00,0.00,0,9.4,0.0,1016.3,20.8
2004-08-18T05:00,0.00,3,7.6,61.3,1016.8,20.8
2004-08-18T06:00,0.00,1,9.5,269.0,1017.0,22.1
2004-08-18T07:00,0.00,0,12.0,516.0,1016.8,24.3
2004-08-18T08:00,0.00,0,15.3,741.4,1017.0,26.6
2004-08-18T09:00,0.00,1,16.6,929.9,1017.2,28.7
2004-08-18T10:00,0.00,2,17.7,1068.6,1017.3,30.5
2004-08-18T11:00,0.00,7,19.8,1148.1,1017.5,31.6
2004-08-18T12:00,0.00,12,19.9,1162.8,1017.4,32.3
2004-08-18T13:00,0.00,12,19.1,1111.9,1017.4,32.7
2004-08-18T14:00,0.00,7,18.4,998.6,1017.4,32.7
2004-08-18T15:00,0.00,6,18.0,830.8,1017.4,32.0
2004-08-18T16:00,0.00,3,16.6,619.9,1017.3,31.0
2004-08-18T17:00,0.00,0,14.5,380.1,1017.0,29.7
2004-08-18T18:00,0.00,0,10.5,127.9,1017.1,28.1
2004-08-18T19:00,0.00,0,8.3,0.0,1017.6,26.6
2004-08-18T20:00,0.00,0,7.3,0.0,1017.8,25.6
2004-08-18T21:00,0.00,1,9.2,0.0,1017.9,24.7
2004-08-18T22:00,0.00,1,6.5,0.0,1018.2,24.0
2004-08-18T23:00,0.00,0,7.7,0.0,1018.2,23.5
2004-08-19T00:00,0.00,1,8.9,0.0,1018.1,23.0
2004-08-19T01:00,0.00,1,8.9,0.0,1018.1,22.6
2004-08-19T02:00,0.00,1,8.7,0.0,1018.1,22.3
2004-08-19T03:00,0.00,1,7.5,0.0,1017.7,22.1
2004-08-19T04:00,0.00,0,7.7,0.0,1017.5,21.8
2004-08-19T05:00,0.00,1,6.9,59.3,1017.6,21.7
2004-08-19T06:00,0.00,1,8.0,265.2,1017.5,22.8
2004-08-19T07:00,0.00,0,8.0,512.5,1017.4,25.3
2004-08-19T08:00,0.00,0,13.2,738.2,1017.0,27.8
2004-08-19T09:00,0.00,0,14.3,926.9,1017.3,29.9
2004-08-19T10:00,0.00,0,11.7,1065.6,1017.2,31.6
2004-08-19T11:00,0.00,0,13.7,1145.0,1017.1,33.0
2004-08-19T12:00,0.00,0,16.2,1159.5,1016.7,33.9
2004-08-19T13:00,0.00,1,16.9,1108.2,1016.4,34.2
2004-08-19T14:00,0.00,1,15.8,994.5,1015.7,33.9
2004-08-19T15:00,0.00,9,16.0,826.3,1015.4,33.1
2004-08-19T16:00,0.00,1,15.0,614.8,1015.5,32.0
2004-08-19T17:00,0.00,2,12.2,374.5,1015.0,30.6
2004-08-19T18:00,0.00,0,8.1,121.9,1014.6,29.0
2004-08-19T19:00,0.00,0,6.7,0.0,1014.9,27.4
2004-08-19T20:00,0.00,0,8.7,0.0,1014.8,26.3
2004-08-19T21:00,0.00,0,8.9,0.0,1014.8,25.4
2004-08-19T22:00,0.00,0,9.0,0.0,1014.2,24.6
2004-08-19T23:00,0.00,0,8.5,0.0,1014.2,24.0
2004-08-20T00:00,0.00,0,9.4,0.0,1013.8,23.7
2004-08-20T01:00,0.00,2,9.3,0.0,1013.7,23.4
2004-08-20T02:00,0.00,4,8.9,0.0,1013.1,23.2
2004-08-20T03:00,0.00,11,9.4,0.0,1012.9,23.1
2004-08-20T04:00,0.00,8,9.2,0.0,1012.4,22.9
2004-08-20T05:00,0.00,6,8.0,57.3,1012.5,22.8
2004-08-20T06:00,0.00,9,10.5,261.4,1012.9,23.8
2004-08-20T07:00,0.00,19,13.2,509.1,1012.6,25.9
2004-08-20T08:00,0.00,5,14.1,735.0,1012.3,28.1
2004-08-20T09:00,0.00,4,13.0,923.8,1012.1,30.1
2004-08-20T10:00,0.00,4,12.3,1062.5,1011.7,32.0
2004-08-20T11:00,0.00,1,13.6,1141.8,1011.5,33.5
2004-08-20T12:00,0.00,1,15.6,1156.1,1011.4,34.2
2004-08-20T13:00,0.00,7,16.9,1104.5,1010.8,34.2
2004-08-20T14:00,0.00,3,17.2,990.4,1010.9,33.8
2004-08-20T15:00,0.00,1,16.2,821.6,1010.7,32.8
2004-08-20T16:00,0.00,0,13.8,609.6,1010.8,31.7
2004-08-20T17:00,0.00,3,10.9,368.9,1010.8,30.1
2004-08-20T18:00,0.00,0,8.2,115.8,1010.5,28.4
2004-08-20T19:00,0.00,0,6.9,0.0,1011.1,26.9
2004-08-20T20:00,0.00,0,6.1,0.0,1011.4,25.8
2004-08-20T21:00,0.00,0,6.3,0.0,1011.6,24.9
2004-08-20T22:00,0.00,0,7.3,0.0,1011.3,24.2
2004-08-20T23:00,0.00,2,6.8,0.0,1011.6,23.7
2004-08-21T00:00,0.00,2,7.0,0.0,1011.2,23.3
2004-08-21T01:00,0.00,6,7.2,0.0,1011.0,22.9
2004-08-21T02:00,0.00,10,7.5,0.0,1010.4,22.5
2004-08-21T03:00,0.00,7,7.1,0.0,1010.5,22.2
2004-08-21T04:00,0.00,30,6.6,0.0,1010.9,21.9
2004-08-21T05:00,0.00,27,5.4,55.3,1010.9,21.7
2004-08-21T06:00,0.00,83,4.5,257.6,1011.0,22.9
2004-08-21T07:00,0.00,87,6.6,505.6,1011.2,25.3
2004-08-21T08:00,0.00,17,7.9,731.8,1011.3,27.0
2004-08-21T09:00,0.00,4,12.1,920.7,1011.9,29.4
2004-08-21T10:00,0.00,14,13.0,1059.4,1011.2,31.0
2004-08-21T11:00,0.00,16,15.3,1138.6,1010.8,32.1
2004-08-21T12:00,0.00,0,19.6,1152.6,1011.1,32.7
2004-08-21T13:00,0.00,1,20.8,1100.6,1011.3,33.0
2004-08-21T14:00,0.00,0,19.4,986.1,1011.3,32.6
2004-08-21T15:00,0.00,0,20.2,816.9,1011.4,31.7
2004-08-21T16:00,0.00,0,18.9,604.4,1012.2,30.5
2004-08-21T17:00,0.00,0,15.2,363.2,1012.3,29.0
2004-08-21T18:00,0.00,1,9.8,109.6,1012.6,27.3
2004-08-21T19:00,0.00,0,8.0,0.0,1013.4,25.9
2004-08-21T20:00,0.00,0,6.8,0.0,1014.4,24.8
2004-08-21T21:00,0.00,0,2.9,0.0,1014.5,23.8
2004-08-21T22:00,0.00,0,4.5,0.0,1015.0,22.6
2004-08-21T23:00,0.00,0,3.4,0.0,1015.3,21.6
2004-08-22T00:00,0.00,0,4.1,0.0,1015.4,20.7
2004-08-22T01:00,0.00,0,6.0,0.0,1015.5,20.0
2004-08-22T02:00,0.00,0,6.1,0.0,1015.8,19.4
2004-08-22T03:00,0.00,0,6.0,0.0,1016.0,18.8
2004-08-22T04:00,0.00,0,6.1,0.0,1016.1,18.4
2004-08-22T05:00,0.00,0,5.2,53.3,1016.6,18.1
2004-08-22T06:00,0.00,0,7.4,253.7,1017.0,19.6
2004-08-22T07:00,0.00,3,8.2,502.1,1017.3,22.8
2004-08-22T08:00,0.00,14,8.3,728.5,1017.4,25.5
2004-08-22T09:00,0.00,19,6.3,917.5,1017.4,28.2
2004-08-22T10:00,0.00,27,2.2,1056.3,1017.5,30.9
2004-08-22T11:00,0.00,0,3.3,1135.3,1017.6,33.2
2004-08-22T12:00,0.00,0,7.1,1149.1,1017.5,34.5
2004-08-22T13:00,0.00,0,11.9,1096.8,1017.4,34.6
2004-08-22T14:00,0.00,0,15.3,981.8,1017.8,33.7
2004-08-22T15:00,0.00,0,16.1,812.1,1017.9,32.4
2004-08-22T16:00,0.00,0,14.2,599.1,1018.1,30.9
2004-08-22T17:00,0.00,0,11.1,357.4,1018.3,29.1
2004-08-22T18:00,0.00,0,5.4,105.3,1018.6,27.2
2004-08-22T19:00,0.00,5,4.0,0.0,1019.0,25.5
2004-08-22T20:00,0.00,1,2.2,0.0,1019.7,24.0
2004-08-22T21:00,0.00,0,2.2,0.0,1019.7,22.6
2004-08-22T22:00,0.00,0,4.0,0.0,1019.7,21.6
2004-08-22T23:00,0.00,2,5.2,0.0,1019.8,20.8
2004-08-23T00:00,0.00,17,4.3,0.0,1019.6,20.1
2004-08-23T01:00,0.00,0,2.1,0.0,1019.4,19.5
2004-08-23T02:00,0.00,0,1.6,0.0,1020.0,19.0
2004-08-23T03:00,0.00,0,1.8,0.0,1020.1,18.6
2004-08-23T04:00,0.00,0,2.3,0.0,1020.2,18.3
2004-08-23T05:00,0.00,0,3.1,51.3,1020.3,18.1
2004-08-23T06:00,0.00,0,3.8,249.8,1020.6,19.6
2004-08-23T07:00,0.00,0,0.4,498.5,1021.3,23.4
2004-08-23T08:00,0.00,0,2.5,725.2,1021.7,26.5
2004-08-23T09:00,0.00,0,4.8,914.4,1021.8,29.1
2004-08-23T10:00,0.00,0,5.6,1053.1,1021.7,31.2
2004-08-23T11:00,0.00,0,8.1,1132.0,1021.5,32.7
2004-08-23T12:00,0.00,0,8.4,1145.5,1021.3,33.6
2004-08-23T13:00,0.00,1,9.2,1092.8,1021.0,34.1
2004-08-23T14:00,0.00,0,10.8,977.4,1020.8,33.9
2004-08-23T15:00,0.00,0,12.3,807.2,1020.9,32.8
2004-08-23T16:00,0.00,0,12.3,593.8,1021.0,31.2
2004-08-23T17:00,0.00,0,9.7,351.6,1020.6,29.3
2004-08-23T18:00,0.00,0,4.4,102.3,1020.6,27.2
2004-08-23T19:00,0.00,0,2.3,0.0,1021.0,25.4
2004-08-23T20:00,0.00,0,0.7,0.0,1021.5,23.7
2004-08-23T21:00,0.00,2,0.4,0.0,1021.3,22.3
2004-08-23T22:00,0.00,1,1.1,0.0,1021.7,21.3
2004-08-23T23:00,0.00,0,1.1,0.0,1021.7,20.4
2004-08-24T00:00,0.00,0,2.8,0.0,1021.4,19.8
2004-08-24T01:00,0.00,0,4.5,0.0,1021.1,19.2
2004-08-24T02:00,0.00,23,2.9,0.0,1021.0,18.8
2004-08-24T03:00,0.00,23,3.8,0.0,1020.9,18.4
2004-08-24T04:00,0.00,27,3.9,0.0,1020.7,18.2
2004-08-24T05:00,0.00,59,2.4,49.2,1020.7,18.0
2004-08-24T06:00,0.00,72,2.7,245.9,1020.9,19.4
2004-08-24T07:00,0.00,26,1.8,495.0,1020.8,22.8
2004-08-24T08:00,0.00,6,4.3,721.9,1020.6,26.1
2004-08-24T09:00,0.00,9,7.9,911.2,1020.4,28.7
2004-08-24T10:00,0.00,14,7.9,1049.9,1020.0,30.8
2004-08-24T11:00,0.00,13,10.5,1128.6,1019.9,32.4
2004-08-24T12:00,0.00,5,14.0,1141.9,1019.9,33.3
2004-08-24T13:00,0.00,0,12.7,1088.8,1019.3,33.4
2004-08-24T14:00,0.00,0,11.2,973.0,1018.5,33.0
2004-08-24T15:00,0.00,0,11.4,802.3,1018.0,32.2
2004-08-24T16:00,0.00,0,12.4,588.3,1017.9,30.8
2004-08-24T17:00,0.00,0,12.0,345.7,1018.0,29.1
2004-08-24T18:00,0.00,0,8.4,99.3,1018.6,27.1
2004-08-24T19:00,0.00,0,6.7,0.0,1018.8,25.4
2004-08-24T20:00,0.00,0,6.5,0.0,1019.0,24.1
2004-08-24T21:00,0.00,0,5.6,0.0,1018.7,23.0
2004-08-24T22:00,0.00,34,5.8,0.0,1018.5,21.9
2004-08-24T23:00,0.00,36,9.3,0.0,1018.3,21.1
2004-08-25T00:00,0.00,30,9.2,0.0,1018.0,20.6
2004-08-25T01:00,0.00,17,10.5,0.0,1017.5,20.2
2004-08-25T02:00,0.00,19,9.4,0.0,1017.3,20.0
2004-08-25T03:00,0.00,18,9.2,0.0,1016.5,19.9
2004-08-25T04:00,0.00,25,10.5,0.0,1016.1,20.0
2004-08-25T05:00,0.00,22,9.2,47.2,1016.2,20.1
2004-08-25T06:00,0.00,18,7.5,242.0,1016.4,21.3
2004-08-25T07:00,0.00,28,8.6,491.4,1016.4,23.9
2004-08-25T08:00,0.00,24,13.3,718.5,1016.1,26.3
2004-08-25T09:00,0.00,13,15.4,907.9,1016.1,28.2
2004-08-25T10:00,0.00,12,16.6,1046.6,1015.9,30.1
2004-08-25T11:00,0.00,13,18.8,1125.1,1015.7,31.5
2004-08-25T12:00,0.00,14,19.2,1138.2,1015.5,32.3
2004-08-25T13:00,0.00,13,18.9,1084.7,1015.0,32.6
2004-08-25T14:00,0.00,25,17.8,968.5,1014.4,32.5
2004-08-25T15:00,0.00,34,15.9,797.3,1013.9,31.9
2004-08-25T16:00,0.00,45,15.1,582.8,1013.5,30.8
2004-08-25T17:00,0.00,36,13.7,339.7,1012.9,29.3
2004-08-25T18:00,0.00,5,10.8,96.2,1012.9,27.6
2004-08-25T19:00,0.00,8,9.4,0.0,1013.1,26.3
2004-08-25T20:00,0.00,60,8.3,0.0,1013.2,25.5
2004-08-25T21:00,0.00,97,7.8,0.0,1013.1,24.8
2004-08-25T22:00,0.00,99,10.5,0.0,1012.8,24.3
2004-08-25T23:00,0.00,42,11.0,0.0,1012.5,23.8
2004-08-26T00:00,0.00,80,10.3,0.0,1012.1,23.5
2004-08-26T01:00,0.00,99,12.1,0.0,1011.7,23.3
2004-08-26T02:00,0.00,96,13.8,0.0,1010.7,23.4
2004-08-26T03:00,0.00,94,15.2,0.0,1010.0,23.2
2004-08-26T04:00,0.00,73,14.4,0.0,1009.8,23.0
2004-08-26T05:00,0.00,12,13.8,45.1,1009.6,23.0
2004-08-26T06:00,0.00,21,12.6,238.1,1009.4,23.4
2004-08-26T07:00,0.00,14,12.9,487.8,1009.2,24.7
2004-08-26T08:00,0.00,36,10.8,715.1,1009.2,26.4
2004-08-26T09:00,0.00,23,10.3,904.6,1009.0,28.3
2004-08-26T10:00,0.00,12,10.7,1043.3,1008.3,30.0
2004-08-26T11:00,0.30,22,11.0,1121.6,1008.2,30.8
2004-08-26T12:00,0.90,34,12.8,1134.4,1008.3,30.6
2004-08-26T13:00,1.90,56,16.6,1080.5,1008.4,30.3
2004-08-26T14:00,0.20,29,12.0,963.8,1007.7,29.8
2004-08-26T15:00,0.00,19,12.8,792.2,1008.0,29.6
2004-08-26T16:00,0.00,28,12.7,577.2,1008.4,28.6
2004-08-26T17:00,0.00,24,9.0,333.6,1008.7,27.3
2004-08-26T18:00,0.00,27,8.7,93.1,1009.2,25.8
2004-08-26T19:00,0.00,8,8.3,0.0,1009.9,24.8
2004-08-26T20:00,0.00,2,8.7,0.0,1010.5,23.9
2004-08-26T21:00,0.00,3,9.4,0.0,1011.3,23.1
2004-08-26T22:00,0.00,3,7.9,0.0,1012.1,22.3
2004-08-26T23:00,0.00,0,8.3,0.0,1012.3,21.6
2004-08-27T00:00,0.00,0,8.0,0.0,1012.6,21.0
2004-08-27T01:00,0.00,3,7.4,0.0,1012.7,20.4
2004-08-27T02:00,0.00,0,6.6,0.0,1013.0,19.9
2004-08-27T03:00,0.00,0,5.1,0.0,1013.1,19.5
2004-08-27T04:00,0.00,9,4.3,0.0,1013.3,19.1
2004-08-27T05:00,0.00,18,4.3,43.1,1013.6,18.7
2004-08-27T06:00,0.00,15,4.8,234.1,1013.9,19.7
2004-08-27T07:00,0.00,24,4.0,484.2,1014.3,22.5
2004-08-27T08:00,0.00,26,5.5,711.7,1014.5,25.1
2004-08-27T09:00,0.00,49,6.1,901.3,1014.5,27.6
2004-08-27T10:00,0.00,61,6.1,1039.9,1014.5,29.7
2004-08-27T11:00,0.00,81,6.8,1118.1,1014.2,31.4
2004-08-27T12:00,0.00,77,7.9,1130.5,1013.7,32.5
2004-08-27T13:00,0.00,86,10.1,1076.3,1013.4,32.7
2004-08-27T14:00,0.00,90,14.1,959.1,1013.1,32.1
2004-08-27T15:00,0.00,68,16.6,786.9,1013.0,31.0
2004-08-27T16:00,0.00,35,16.2,571.4,1013.2,29.6
2004-08-27T17:00,0.00,10,13.0,327.4,1013.3,27.9
2004-08-27T18:00,0.00,10,6.9,89.9,1013.6,26.2
2004-08-27T19:00,0.00,4,3.3,0.0,1014.3,24.8
2004-08-27T20:00,0.00,4,2.7,0.0,1014.7,23.3
2004-08-27T21:00,0.00,1,3.3,0.0,1015.1,22.0
2004-08-27T22:00,0.00,0,3.6,0.0,1015.4,21.1
2004-08-27T23:00,0.00,1,3.3,0.0,1015.4,20.4
2004-08-28T00:00,0.00,0,2.2,0.0,1015.5,19.8
2004-08-28T01:00,0.00,1,1.1,0.0,1015.6,19.3
2004-08-28T02:00,0.00,0,0.8,0.0,1015.3,18.9
2004-08-28T03:00,0.00,1,2.3,0.0,1015.4,18.6
2004-08-28T04:00,0.00,1,4.1,0.0,1015.3,18.2
2004-08-28T05:00,0.00,0,3.3,41.0,1015.5,18.0
2004-08-28T06:00,0.00,0,4.0,230.2,1015.8,19.3
2004-08-28T07:00,0.00,0,2.8,480.5,1016.0,22.9
2004-08-28T08:00,0.00,0,2.2,708.2,1016.0,25.4
2004-08-28T09:00,0.00,0,3.5,897.8,1015.9,28.0
2004-08-28T10:00,0.00,0,4.4,1036.4,1015.9,30.2
2004-08-28T11:00,0.00,0,6.8,1114.4,1015.6,31.7
2004-08-28T12:00,0.00,0,9.8,1126.5,1015.3,32.6
2004-08-28T13:00,0.00,0,13.0,1071.9,1015.1,32.8
2004-08-28T14:00,0.00,0,15.4,954.2,1014.7,32.3
2004-08-28T15:00,0.00,0,15.5,781.5,1014.9,31.3
2004-08-28T16:00,0.00,3,13.5,565.6,1015.0,29.8
2004-08-28T17:00,0.00,2,10.5,321.0,1014.9,28.0
2004-08-28T18:00,0.00,0,4.1,86.6,1015.2,26.1
2004-08-28T19:00,0.00,1,2.5,0.0,1015.9,24.6
2004-08-28T20:00,0.00,0,1.1,0.0,1016.4,23.1
2004-08-28T21:00,0.00,0,0.8,0.0,1016.3,21.9
2004-08-28T22:00,0.00,1,1.4,0.0,1016.6,20.9
2004-08-28T23:00,0.00,0,3.1,0.0,1016.4,20.1
2004-08-29T00:00,0.00,2,4.0,0.0,1016.3,19.5
2004-08-29T01:00,0.00,2,3.8,0.0,1016.4,18.9
2004-08-29T02:00,0.00,1,3.7,0.0,1016.2,18.5
2004-08-29T03:00,0.00,1,3.7,0.0,1016.0,18.0
2004-08-29T04:00,0.00,1,4.6,0.0,1015.7,17.6
2004-08-29T05:00,0.00,1,3.8,38.9,1015.6,17.4
2004-08-29T06:00,0.00,0,3.1,226.2,1015.9,18.6
2004-08-29T07:00,0.00,0,2.4,476.8,1016.2,22.3
2004-08-29T08:00,0.00,0,4.1,704.7,1016.5,25.2
2004-08-29T09:00,0.00,0,7.2,894.4,1016.6,27.7
2004-08-29T10:00,0.00,0,8.0,1032.8,1016.7,29.6
2004-08-29T11:00,0.00,0,10.2,1110.6,1016.6,31.1
2004-08-29T12:00,0.00,0,13.0,1122.4,1016.5,32.0
2004-08-29T13:00,0.00,11,14.2,1067.4,1016.3,32.2
2004-08-29T14:00,0.00,11,13.3,949.3,1015.9,31.9
2004-08-29T15:00,0.00,9,11.8,776.1,1016.1,31.1
2004-08-29T16:00,0.00,0,10.2,559.6,1015.8,29.8
2004-08-29T17:00,0.00,0,8.8,314.6,1015.8,28.0
2004-08-29T18:00,0.00,0,5.4,83.3,1015.9,26.0
2004-08-29T19:00,0.00,0,5.7,0.0,1016.8,24.4
2004-08-29T20:00,0.00,0,4.0,0.0,1017.1,23.1
2004-08-29T21:00,0.00,0,1.0,0.0,1017.2,21.7
2004-08-29T22:00,0.00,2,3.6,0.0,1017.2,20.6
2004-08-29T23:00,0.00,3,3.3,0.0,1017.3,19.8
2004-08-30T00:00,0.00,3,1.3,0.0,1017.2,19.1
2004-08-30T01:00,0.00,2,1.1,0.0,1017.4,18.6
2004-08-30T02:00,0.00,23,0.7,0.0,1017.1,18.1
2004-08-30T03:00,0.00,97,0.4,0.0,1017.1,17.8
2004-08-30T04:00,0.00,98,1.1,0.0,1017.1,17.7
2004-08-30T05:00,0.00,100,1.6,36.8,1017.3,18.1
2004-08-30T06:00,0.00,95,3.3,222.2,1017.5,19.5
2004-08-30T07:00,0.00,54,2.2,473.1,1017.7,21.5
2004-08-30T08:00,0.00,49,0.0,701.2,1017.8,24.2
2004-08-30T09:00,0.00,79,2.2,890.9,1017.5,27.0
2004-08-30T10:00,0.00,91,4.4,1029.2,1017.4,29.5
2004-08-30T11:00,0.00,92,8.4,1106.8,1017.4,31.1
2004-08-30T12:00,0.00,93,10.0,1118.3,1016.7,31.8
2004-08-30T13:00,0.00,77,11.2,1062.8,1016.5,32.0
2004-08-30T14:00,0.00,28,11.5,944.2,1015.9,31.6
2004-08-30T15:00,0.00,9,12.2,770.5,1015.8,30.8
2004-08-30T16:00,0.00,37,11.5,553.5,1015.6,29.5
2004-08-30T17:00,0.00,52,10.8,308.0,1015.4,27.8
2004-08-30T18:00,0.00,37,8.2,79.9,1015.8,25.9
2004-08-30T19:00,0.00,5,5.2,0.0,1016.4,24.6
2004-08-30T20:00,0.00,24,4.7,0.0,1016.8,23.7
2004-08-30T21:00,0.00,34,2.3,0.0,1016.7,23.0
2004-08-30T22:00,0.00,18,2.5,0.0,1016.5,22.4
2004-08-30T23:00,0.00,24,2.3,0.0,1016.4,21.6
2004-08-31T00:00,0.00,21,4.1,0.0,1016.1,21.2
2004-08-31T01:00,0.00,59,3.1,0.0,1015.8,21.0
2004-08-31T02:00,0.00,80,3.6,0.0,1015.8,21.1
2004-08-31T03:00,0.00,76,4.5,0.0,1015.1,21.0
2004-08-31T04:00,0.00,66,5.1,0.0,1014.8,20.9
2004-08-31T05:00,0.00,26,4.8,34.7,1014.7,20.4
2004-08-31T06:00,0.00,41,5.6,218.1,1014.5,21.2
2004-08-31T07:00,0.00,51,8.8,469.3,1014.6,23.3
2004-08-31T08:00,0.00,60,10.8,697.6,1014.8,25.3
2004-08-31T09:00,0.10,83,12.0,887.3,1014.9,26.9
2004-08-31T10:00,0.30,69,12.6,1025.6,1014.8,27.5
2004-08-31T11:00,0.20,45,14.3,1102.9,1014.7,28.1
2004-08-31T12:00,0.10,41,14.7,1114.0,1014.4,28.2
2004-08-31T13:00,0.00,33,14.7,1058.1,1014.2,28.8
2004-08-31T14:00,0.00,19,13.8,939.0,1013.9,29.4
2004-08-31T15:00,0.00,35,13.1,764.8,1013.8,29.1
2004-08-31T16:00,0.00,19,11.2,547.3,1013.9,28.3
2004-08-31T17:00,0.00,4,8.7,301.4,1013.7,26.9
2004-08-31T18:00,0.00,4,5.6,76.5,1013.9,25.3
2004-08-31T19:00,0.00,1,5.3,0.0,1014.3,24.1
2004-08-31T20:00,0.00,0,4.3,0.0,1014.8,23.1
2004-08-31T21:00,0.00,0,4.3,0.0,1014.8,22.1
2004-08-31T22:00,0.00,2,6.8,0.0,1014.8,21.3
2004-08-31T23:00,0.00,14,6.6,0.0,1015.1,20.7
2004-09-01T00:00,0.00,37,5.1,0.0,1014.9,20.2
2004-09-01T01:00,0.00,36,6.1,0.0,1014.9,19.8
2004-09-01T02:00,0.00,34,5.3,0.0,1014.9,19.6
2004-09-01T03:00,0.00,18,5.6,0.0,1014.8,19.3
2004-09-01T04:00,0.00,18,6.3,0.0,1014.9,19.2
