latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.862915,12.539912,54.0,0,GMT,GMT

time,precipitation (mm),cloud_cover (%),wind_speed_10m (km/h),terrestrial_radiation (W/m²),pressure_msl (hPa),soil_temperature_0_to_7cm (°C)
2004-05-14T02:00,0.00,18,4.6,0.0,1009.2,12.5
2004-05-14T03:00,0.00,25,4.5,0.0,1009.8,12.2
2004-05-14T04:00,0.00,22,4.5,0.0,1010.3,12.0
2004-05-14T05:00,0.00,28,6.1,138.8,1011.2,12.2
2004-05-14T06:00,0.00,24,5.4,384.8,1011.8,13.9
2004-05-14T07:00,0.00,14,4.2,624.0,1012.5,15.8
2004-05-14T08:00,0.00,17,3.3,840.3,1013.0,17.8
2004-05-14T09:00,0.00,1,2.9,1018.9,1013.1,19.5
2004-05-14T10:00,0.00,20,4.0,1147.6,1013.9,20.7
2004-05-14T11:00,0.00,52,5.8,1217.7,1014.1,21.5
2004-05-14T12:00,0.00,44,6.3,1224.3,1014.3,21.7
2004-05-14T13:00,0.20,54,7.1,1167.2,1014.1,21.2
2004-05-14T14:00,2.70,86,6.9,1050.2,1015.0,20.1
2004-05-14T15:00,3.30,87,4.8,881.2,1015.0,19.4
2004-05-14T16:00,1.40,70,2.0,671.9,1015.1,18.5
2004-05-14T17:00,0.50,93,2.2,436.4,1015.6,17.8
2004-05-14T18:00,0.00,83,4.5,191.0,1016.0,17.0
2004-05-14T19:00,0.00,73,4.6,24.6,1016.8,16.1
2004-05-14T20:00,0.00,56,4.6,0.0,1017.3,15.3
2004-05-14T21:00,0.00,41,5.3,0.0,1017.7,14.6
2004-05-14T22:00,0.00,26,4.4,0.0,1018.3,13.8
2004-05-14T23:00,0.00,32,3.3,0.0,1018.5,13.4
2004-05-15T00:00,0.00,27,3.3,0.0,1018.4,13.1
2004-05-15T01:00,0.00,8,3.3,0.0,1018.3,12.6
2004-05-15T02:00,0.00,7,3.3,0.0,1018.3,12.3
2004-05-15T03:00,0.00,1,4.4,0.0,1018.7,12.1
2004-05-15T04:00,0.00,0,5.2,1.0,1018.8,11.9
2004-05-15T05:00,0.00,1,7.1,142.4,1019.2,12.3
2004-05-15T06:00,0.00,1,5.7,387.9,1019.7,14.1
2004-05-15T07:00,0.00,0,4.3,626.8,1020.0,15.5
2004-05-15T08:00,0.00,0,4.4,842.6,1019.9,17.4
2004-05-15T09:00,0.00,0,3.2,1020.9,1019.9,19.3
2004-05-15T10:00,0.00,4,0.4,1149.3,1020.2,20.7
2004-05-15T11:00,0.00,22,2.4,1219.3,1019.9,21.8
2004-05-15T12:00,0.00,30,5.0,1225.9,1019.5,22.3
2004-05-15T13:00,0.00,28,7.8,1168.9,1019.2,22.0
2004-05-15T14:00,0.00,43,11.0,1052.1,1018.7,21.4
2004-05-15T15:00,0.00,35,13.4,883.5,1018.7,20.7
2004-05-15T16:00,0.00,33,13.1,674.5,1018.5,20.0
2004-05-15T17:00,0.00,28,10.2,439.5,1018.8,19.0
2004-05-15T18:00,0.00,23,6.5,194.5,1019.1,17.9
2004-05-15T19:00,0.00,11,5.2,26.5,1019.1,16.6
2004-05-15T20:00,0.00,3,3.7,0.0,1019.5,15.4
2004-05-15T21:00,0.00,3,1.5,0.0,1019.1,14.3
2004-05-15T22:00,0.00,7,2.6,0.0,1019.4,13.5
2004-05-15T23:00,0.00,55,3.7,0.0,1019.3,12.9
2004-05-16T00:00,0.00,73,4.3,0.0,1018.9,12.3
2004-05-16T01:00,0.00,72,3.7,0.0,1018.4,11.9
2004-05-16T02:00,0.00,71,3.6,0.0,1018.0,11.5
2004-05-16T03:00,0.00,34,3.6,0.0,1018.0,11.1
2004-05-16T04:00,0.00,34,4.1,2.8,1017.6,10.8
2004-05-16T05:00,0.00,81,6.5,145.9,1017.6,11.2
2004-05-16T06:00,0.00,97,4.6,390.9,1017.5,13.6
2004-05-16T07:00,0.00,86,3.3,629.3,1017.4,15.7
2004-05-16T08:00,0.00,20,1.0,844.8,1017.2,17.7
2004-05-16T09:00,0.00,11,2.3,1022.8,1016.6,19.6
2004-05-16T10:00,0.00,5,4.2,1151.0,1016.1,20.8
2004-05-16T11:00,0.00,24,3.6,1220.8,1015.8,21.5
2004-05-16T12:00,0.00,11,5.1,1227.5,1015.3,21.9
2004-05-16T13:00,0.00,40,6.4,1170.6,1014.8,21.7
2004-05-16T14:00,0.00,41,7.4,1054.0,1014.4,21.6
2004-05-16T15:00,0.00,16,8.7,885.6,1013.9,21.2
2004-05-16T16:00,0.00,38,9.9,677.1,1013.8,20.3
2004-05-16T17:00,0.20,53,6.4,442.5,1014.4,19.1
2004-05-16T18:00,0.00,19,2.9,197.9,1014.6,18.0
2004-05-16T19:00,0.00,2,2.9,28.3,1015.1,17.1
2004-05-16T20:00,0.00,3,6.9,0.0,1016.1,15.9
2004-05-16T21:00,0.00,6,6.4,0.0,1016.6,15.1
2004-05-16T22:00,0.00,9,3.5,0.0,1017.7,14.5
2004-05-16T23:00,0.00,6,4.4,0.0,1017.8,13.6
2004-05-17T00:00,0.00,4,6.9,0.0,1017.6,13.0
2004-05-17T01:00,0.00,0,6.1,0.0,1017.6,12.6
2004-05-17T02:00,0.00,0,9.5,0.0,1017.8,12.4
2004-05-17T03:00,0.00,0,11.3,0.0,1017.8,12.2
2004-05-17T04:00,0.00,0,12.3,4.6,1018.3,12.1
2004-05-17T05:00,0.00,0,13.7,149.2,1018.4,12.3
2004-05-17T06:00,0.00,0,14.1,393.8,1018.8,13.3
2004-05-17T07:00,0.00,0,15.9,631.8,1019.1,14.9
2004-05-17T08:00,0.00,0,17.4,846.9,1019.2,16.4
2004-05-17T09:00,0.00,1,17.9,1024.5,1018.9,17.8
2004-05-17T10:00,0.00,1,18.0,1152.5,1018.4,19.1
2004-05-17T11:00,0.00,1,17.7,1222.3,1018.2,20.1
2004-05-17T12:00,0.00,1,17.1,1228.9,1017.7,20.9
2004-05-17T13:00,0.00,29,16.5,1172.2,1017.5,21.3
2004-05-17T14:00,0.00,38,17.2,1055.8,1017.0,21.3
2004-05-17T15:00,0.00,18,18.2,887.8,1017.0,20.8
2004-05-17T16:00,0.00,19,17.3,679.6,1016.9,20.0
2004-05-17T17:00,0.00,0,15.9,445.4,1017.1,18.9
2004-05-17T18:00,0.00,0,12.9,201.3,1017.7,17.6
2004-05-17T19:00,0.00,0,10.4,30.0,1018.4,16.3
2004-05-17T20:00,0.00,1,9.6,0.0,1019.4,15.3
2004-05-17T21:00,0.00,0,9.2,0.0,1020.1,14.5
2004-05-17T22:00,0.00,0,10.1,0.0,1020.4,13.8
2004-05-17T23:00,0.00,1,9.1,0.0,1021.0,13.3
2004-05-18T00:00,0.00,8,9.2,0.0,1021.2,12.9
2004-05-18T01:00,0.00,15,8.8,0.0,1021.3,12.5
2004-05-18T02:00,0.00,7,9.5,0.0,1021.4,12.2
2004-05-18T03:00,0.00,0,9.9,0.0,1021.4,12.0
2004-05-18T04:00,0.00,1,9.8,6.3,1021.8,11.7
2004-05-18T05:00,0.00,0,11.6,152.3,1022.0,11.9
2004-05-18T06:00,0.00,1,11.8,396.5,1022.4,13.2
2004-05-18T07:00,0.00,0,12.5,634.1,1022.5,15.1
2004-05-18T08:00,0.00,1,13.2,848.9,1022.7,16.8
2004-05-18T09:00,0.00,1,12.2,1026.2,1022.4,18.3
2004-05-18T10:00,0.00,0,9.2,1154.0,1022.5,19.8
2004-05-18T11:00,0.00,1,7.2,1223.7,1022.3,20.9
2004-05-18T12:00,0.00,11,5.8,1230.4,1022.0,21.6
2004-05-18T13:00,0.00,45,3.8,1173.7,1021.7,21.3
2004-05-18T14:00,0.00,4,5.1,1057.6,1021.4,22.1
2004-05-18T15:00,0.00,2,9.3,889.9,1021.2,21.8
2004-05-18T16:00,0.00,1,11.9,682.1,1021.2,20.9
2004-05-18T17:00,0.00,0,11.6,448.3,1021.2,19.8
2004-05-18T18:00,0.00,0,7.1,204.6,1021.5,18.5
2004-05-18T19:00,0.00,25,4.8,31.8,1022.0,17.0
2004-05-18T20:00,0.00,33,4.0,0.0,1022.7,16.0
2004-05-18T21:00,0.00,13,3.2,0.0,1023.0,15.0
2004-05-18T22:00,0.00,5,3.6,0.0,1023.6,14.1
2004-05-18T23:00,0.00,12,4.0,0.0,1023.6,13.4
2004-05-19T00:00,0.00,29,3.7,0.0,1023.9,12.9
2004-05-19T01:00,0.00,33,3.3,0.0,1023.7,12.4
2004-05-19T02:00,0.00,37,3.6,0.0,1023.7,12.0
2004-05-19T03:00,0.00,43,3.7,0.0,1023.8,11.6
2004-05-19T04:00,0.00,35,3.3,7.9,1023.9,11.2
2004-05-19T05:00,0.00,43,4.0,155.4,1024.1,11.8
2004-05-19T06:00,0.00,42,2.6,399.2,1024.1,14.3
2004-05-19T07:00,0.00,10,2.5,636.3,1024.5,16.3
2004-05-19T08:00,0.00,25,0.4,850.7,1024.4,18.3
2004-05-19T09:00,0.00,21,2.9,1027.8,1024.3,20.2
2004-05-19T10:00,0.00,14,3.4,1155.4,1024.4,21.6
2004-05-19T11:00,0.00,5,5.3,1225.0,1024.1,22.6
2004-05-19T12:00,0.00,2,7.5,1231.7,1023.8,23.1
2004-05-19T13:00,0.00,45,8.5,1175.2,1023.5,23.3
2004-05-19T14:00,0.00,8,11.0,1059.3,1023.4,22.9
2004-05-19T15:00,0.00,9,11.8,892.0,1023.1,22.5
2004-05-19T16:00,0.00,10,11.2,684.6,1023.2,21.5
2004-05-19T17:00,0.00,7,9.4,451.2,1023.1,20.3
2004-05-19T18:00,0.00,3,4.5,207.9,1023.1,19.0
2004-05-19T19:00,0.00,3,4.8,33.5,1023.5,17.6
2004-05-19T20:00,0.00,3,3.6,0.0,1023.8,16.5
2004-05-19T21:00,0.00,3,2.6,0.0,1023.9,15.4
2004-05-19T22:00,0.00,1,2.6,0.0,1023.8,14.6
2004-05-19T23:00,0.00,3,0.7,0.0,1023.8,14.1
2004-05-20T00:00,0.00,4,1.6,0.0,1023.6,13.6
2004-05-20T01:00,0.00,25,2.6,0.0,1023.4,13.1
2004-05-20T02:00,0.00,95,2.9,0.0,1023.1,12.7
2004-05-20T03:00,0.00,95,3.5,0.0,1022.8,12.4
2004-05-20T04:00,0.00,97,4.2,9.5,1022.9,12.3
2004-05-20T05:00,0.00,100,4.6,158.3,1022.8,13.2
2004-05-20T06:00,0.00,100,3.0,401.7,1022.8,15.4
2004-05-20T07:00,0.00,8,0.5,638.4,1022.9,17.4
2004-05-20T08:00,0.00,1,4.0,852.5,1022.6,19.3
2004-05-20T09:00,0.00,2,5.9,1029.3,1022.5,20.8
2004-05-20T10:00,0.00,2,5.9,1156.8,1021.9,22.0
2004-05-20T11:00,0.00,1,9.0,1226.3,1021.6,22.9
2004-05-20T12:00,0.00,2,11.2,1233.1,1021.1,23.4
2004-05-20T13:00,0.00,1,12.4,1176.7,1020.4,23.6
2004-05-20T14:00,0.00,3,11.9,1061.1,1020.1,23.4
2004-05-20T15:00,0.00,4,12.1,894.0,1019.7,22.9
2004-05-20T16:00,0.00,1,11.2,687.0,1019.4,22.0
2004-05-20T17:00,0.00,3,8.9,454.1,1019.3,20.8
2004-05-20T18:00,0.00,1,5.6,211.2,1019.3,19.4
2004-05-20T19:00,0.00,1,4.5,35.3,1019.5,17.8
2004-05-20T20:00,0.00,1,6.1,0.0,1019.8,16.7
2004-05-20T21:00,0.00,0,3.9,0.0,1020.0,15.6
2004-05-20T22:00,0.00,0,2.2,0.0,1019.9,14.7
2004-05-20T23:00,0.00,3,2.4,0.0,1020.1,13.9
2004-05-21T00:00,0.00,13,2.6,0.0,1019.7,13.4
2004-05-21T01:00,0.00,20,2.9,0.0,1019.4,13.0
2004-05-21T02:00,0.00,28,3.0,0.0,1019.1,12.6
2004-05-21T03:00,0.00,27,3.0,0.0,1018.9,12.3
2004-05-21T04:00,0.00,38,4.0,11.0,1018.7,12.1
2004-05-21T05:00,0.00,35,3.7,161.2,1018.8,12.9
2004-05-21T06:00,0.00,6,2.4,404.1,1018.6,15.3
2004-05-21T07:00,0.00,16,2.9,640.5,1018.5,17.5
2004-05-21T08:00,0.00,13,4.2,854.2,1018.4,19.3
2004-05-21T09:00,0.00,3,5.6,1030.7,1017.9,20.7
2004-05-21T10:00,0.00,0,6.8,1158.0,1017.7,21.9
2004-05-21T11:00,0.00,6,9.8,1227.5,1017.6,22.7
2004-05-21T12:00,0.00,44,11.8,1234.3,1017.3,23.1
2004-05-21T13:00,0.00,68,12.3,1178.2,1016.6,23.0
2004-05-21T14:00,0.00,73,12.6,1062.8,1016.3,22.5
2004-05-21T15:00,0.00,69,11.8,896.1,1016.1,21.9
2004-05-21T16:00,0.00,51,10.2,689.4,1015.7,21.1
2004-05-21T17:00,0.00,27,9.2,457.0,1015.4,20.0
2004-05-21T18:00,0.00,37,6.0,214.5,1015.2,18.7
2004-05-21T19:00,0.00,67,7.3,37.0,1015.2,17.2
2004-05-21T20:00,0.00,90,6.9,0.0,1015.8,16.1
2004-05-21T21:00,0.00,93,5.9,0.0,1015.9,15.1
2004-05-21T22:00,0.00,99,3.6,0.0,1015.7,14.6
2004-05-21T23:00,0.00,94,7.6,0.0,1016.0,14.2
2004-05-22T00:00,0.00,87,7.9,0.0,1015.9,13.9
2004-05-22T01:00,0.00,65,7.2,0.0,1015.6,13.6
2004-05-22T02:00,0.00,17,7.0,0.0,1014.9,13.1
2004-05-22T03:00,0.00,5,6.6,0.0,1014.7,12.6
2004-05-22T04:00,0.00,5,5.4,12.4,1014.3,12.2
2004-05-22T05:00,0.00,3,5.2,163.9,1014.6,12.7
2004-05-22T06:00,0.00,7,4.7,406.4,1014.4,14.9
2004-05-22T07:00,0.00,17,8.1,642.4,1014.6,16.7
2004-05-22T08:00,0.00,23,9.4,855.8,1014.6,18.4
2004-05-22T09:00,0.00,30,10.2,1032.1,1014.7,19.8
2004-05-22T10:00,0.00,54,10.4,1159.2,1014.6,20.8
2004-05-22T11:00,0.00,57,10.6,1228.6,1014.5,21.1
2004-05-22T12:00,0.00,60,11.8,1235.6,1014.4,21.3
2004-05-22T13:00,0.00,46,12.9,1179.6,1014.0,20.9
2004-05-22T14:00,0.00,28,12.9,1064.5,1013.7,21.4
2004-05-22T15:00,0.00,26,12.4,898.1,1013.4,21.0
2004-05-22T16:00,0.00,49,11.4,691.8,1013.5,20.6
2004-05-22T17:00,0.00,11,9.8,459.8,1013.2,19.8
2004-05-22T18:00,0.00,3,6.8,217.7,1013.1,18.7
2004-05-22T19:00,0.00,1,6.3,38.7,1013.8,17.4
2004-05-22T20:00,0.00,9,7.0,0.0,1014.4,16.5
2004-05-22T21:00,0.00,57,5.8,0.0,1014.7,15.7
2004-05-22T22:00,0.00,98,4.1,0.0,1014.8,15.1
2004-05-22T23:00,0.00,94,4.0,0.0,1014.5,15.1
2004-05-23T00:00,0.00,93,4.7,0.0,1014.1,15.3
2004-05-23T01:00,0.00,99,3.4,0.0,1014.2,15.4
2004-05-23T02:00,0.00,98,4.0,0.0,1013.7,15.5
2004-05-23T03:00,0.10,96,4.0,0.0,1013.8,15.5
2004-05-23T04:00,0.20,100,5.2,13.8,1013.4,15.5
2004-05-23T05:00,0.20,100,5.8,166.4,1013.5,15.7
2004-05-23T06:00,0.30,99,3.6,408.5,1013.5,16.2
2004-05-23T07:00,0.60,100,3.5,644.2,1013.8,16.7
2004-05-23T08:00,0.20,96,4.7,857.2,1013.6,17.1
2004-05-23T09:00,0.30,100,6.4,1033.3,1013.6,17.5
2004-05-23T10:00,0.40,92,5.7,1160.4,1013.6,17.8
2004-05-23T11:00,0.70,64,8.3,1229.7,1013.2,18.7
2004-05-23T12:00,1.30,70,10.5,1236.8,1012.8,19.5
2004-05-23T13:00,3.10,90,11.5,1180.9,1012.9,19.4
2004-05-23T14:00,1.20,84,11.0,1066.1,1012.8,19.1
2004-05-23T15:00,0.90,97,10.5,900.1,1012.9,18.8
2004-05-23T16:00,1.10,97,4.0,694.2,1013.0,18.4
2004-05-23T17:00,1.70,100,0.8,462.5,1012.7,17.8
2004-05-23T18:00,0.30,100,4.0,220.9,1013.0,17.1
2004-05-23T19:00,0.30,90,3.3,40.3,1013.2,16.6
2004-05-23T20:00,0.00,64,5.0,0.0,1013.7,16.2
2004-05-23T21:00,0.20,52,5.1,0.0,1013.6,15.7
2004-05-23T22:00,0.20,52,5.8,0.0,1014.6,15.1
2004-05-23T23:00,0.00,82,6.3,0.0,1014.7,14.6
2004-05-24T00:00,0.00,88,7.2,0.0,1014.6,14.1
2004-05-24T01:00,0.00,78,7.8,0.0,1014.2,13.8
2004-05-24T02:00,0.00,81,10.7,0.0,1014.5,13.7
2004-05-24T03:00,0.00,70,11.4,0.0,1014.7,13.3
2004-05-24T04:00,0.00,71,12.4,15.1,1015.1,13.1
2004-05-24T05:00,0.00,38,13.0,168.9,1015.4,13.3
2004-05-24T06:00,0.00,1,13.1,410.6,1015.9,14.4
2004-05-24T07:00,0.00,0,13.2,645.8,1016.1,15.7
2004-05-24T08:00,0.00,0,13.6,858.6,1016.6,17.3
2004-05-24T09:00,0.00,1,11.1,1034.5,1017.0,18.9
2004-05-24T10:00,0.00,1,6.4,1161.4,1017.3,19.8
2004-05-24T11:00,0.00,0,5.2,1230.8,1017.3,20.5
2004-05-24T12:00,0.00,1,4.7,1237.9,1017.1,22.3
2004-05-24T13:00,0.00,0,3.3,1182.3,1016.7,22.8
2004-05-24T14:00,0.00,1,1.8,1067.7,1016.5,22.1
2004-05-24T15:00,0.00,1,6.6,902.0,1016.9,21.9
2004-05-24T16:00,0.00,0,12.1,696.5,1017.1,20.8
2004-05-24T17:00,0.00,1,12.5,465.3,1017.2,19.5
2004-05-24T18:00,0.00,1,11.0,224.0,1017.7,18.4
2004-05-24T19:00,0.00,27,9.1,41.9,1018.2,17.3
2004-05-24T20:00,0.00,47,5.1,0.0,1018.8,16.6
2004-05-24T21:00,0.00,55,5.7,0.0,1018.9,15.8
2004-05-24T22:00,0.00,35,4.2,0.0,1019.1,15.1
2004-05-24T23:00,0.00,21,5.0,0.0,1019.2,14.5
2004-05-25T00:00,0.00,3,5.5,0.0,1019.1,13.9
2004-05-25T01:00,0.00,0,5.9,0.0,1018.6,13.3
2004-05-25T02:00,0.00,0,5.9,0.0,1018.6,12.8
2004-05-25T03:00,0.00,0,5.9,0.0,1018.5,12.4
2004-05-25T04:00,0.00,0,6.4,16.4,1018.6,11.9
2004-05-25T05:00,0.00,0,7.5,171.2,1019.0,12.4
2004-05-25T06:00,0.00,0,5.9,412.5,1018.9,14.6
2004-05-25T07:00,0.00,0,4.8,647.4,1018.7,15.9
2004-05-25T08:00,0.00,1,3.1,859.9,1018.7,17.6
2004-05-25T09:00,0.00,0,1.1,1035.6,1018.6,19.6
2004-05-25T10:00,0.00,0,3.3,1162.4,1018.4,21.1
2004-05-25T11:00,0.00,0,5.5,1231.8,1018.2,22.0
2004-05-25T12:00,0.00,0,7.3,1239.0,1018.1,22.5
2004-05-25T13:00,0.00,0,8.5,1183.5,1017.7,22.6
2004-05-25T14:00,0.00,0,9.0,1069.3,1017.5,22.4
2004-05-25T15:00,0.00,0,10.1,903.9,1017.1,21.9
2004-05-25T16:00,0.00,3,11.5,698.8,1016.6,21.1
2004-05-25T17:00,0.00,13,10.5,467.9,1016.5,19.9
2004-05-25T18:00,0.00,31,6.7,227.0,1016.5,18.6
2004-05-25T19:00,0.00,71,7.2,43.5,1016.8,17.2
2004-05-25T20:00,0.00,96,6.4,0.0,1017.3,16.2
2004-05-25T21:00,0.00,100,4.6,0.0,1017.7,15.1
2004-05-25T22:00,0.00,99,1.5,0.0,1017.4,14.2
2004-05-25T23:00,0.00,97,1.3,0.0,1017.6,13.6
2004-05-26T00:00,0.00,97,2.1,0.0,1017.6,13.1
2004-05-26T01:00,0.00,100,3.6,0.0,1017.6,12.7
2004-05-26T02:00,0.00,98,3.6,0.0,1017.3,12.3
2004-05-26T03:00,0.00,89,3.9,0.0,1017.3,12.0
2004-05-26T04:00,0.00,76,4.5,17.6,1017.0,11.6
2004-05-26T05:00,0.00,74,6.1,173.4,1017.3,12.3
2004-05-26T06:00,0.00,71,4.2,414.3,1017.3,14.9
2004-05-26T07:00,0.00,86,3.6,648.9,1017.5,17.1
2004-05-26T08:00,0.00,70,2.7,861.2,1017.3,19.0
2004-05-26T09:00,0.00,34,2.6,1036.6,1017.3,20.9
2004-05-26T10:00,0.00,64,3.3,1163.3,1017.0,22.3
2004-05-26T11:00,0.00,90,7.4,1232.7,1016.8,23.3
2004-05-26T12:00,0.00,99,10.1,1240.0,1016.8,23.7
2004-05-26T13:00,0.00,98,10.3,1184.8,1016.2,23.5
2004-05-26T14:00,0.00,96,12.6,1070.8,1016.4,23.1
2004-05-26T15:00,0.00,89,13.6,905.8,1016.6,22.4
2004-05-26T16:00,0.00,96,12.6,701.1,1016.5,21.5
2004-05-26T17:00,0.00,96,9.2,470.6,1016.7,20.4
2004-05-26T18:00,0.00,98,3.6,230.0,1017.1,19.1
2004-05-26T19:00,0.00,99,2.7,45.1,1017.4,17.9
2004-05-26T20:00,0.00,99,2.3,0.0,1018.0,16.6
2004-05-26T21:00,0.00,96,1.5,0.0,1018.0,15.7
2004-05-26T22:00,0.00,99,1.0,0.0,1018.1,15.1
2004-05-26T23:00,0.00,100,1.8,0.0,1018.2,14.7
2004-05-27T00:00,0.00,100,3.3,0.0,1018.1,14.4
2004-05-27T01:00,0.00,98,3.6,0.0,1017.8,14.2
2004-05-27T02:00,0.00,99,3.3,0.0,1017.9,14.0
2004-05-27T03:00,0.00,100,3.1,0.0,1017.9,13.9
2004-05-27T04:00,0.00,98,2.3,18.7,1017.8,13.7
2004-05-27T05:00,0.00,99,2.2,175.5,1018.2,14.0
2004-05-27T06:00,0.00,98,1.6,416.1,1018.1,16.3
2004-05-27T07:00,0.00,100,3.6,650.3,1018.0,17.8
2004-05-27T08:00,0.00,98,7.0,862.3,1018.6,18.7
2004-05-27T09:00,0.00,98,7.8,1037.6,1018.4,19.6
2004-05-27T10:00,0.00,96,7.6,1164.2,1018.4,21.3
2004-05-27T11:00,0.00,97,10.1,1233.6,1018.3,22.2
2004-05-27T12:00,0.00,74,11.7,1241.0,1018.3,22.8
2004-05-27T13:00,0.00,41,12.5,1186.0,1018.0,22.7
2004-05-27T14:00,0.00,36,11.7,1072.3,1018.1,22.4
2004-05-27T15:00,0.00,27,11.2,907.6,1018.0,21.8
2004-05-27T16:00,0.00,16,11.2,703.3,1017.8,21.2
2004-05-27T17:00,0.00,8,10.2,473.1,1017.9,20.3
2004-05-27T18:00,0.00,13,6.9,233.0,1017.9,19.1
2004-05-27T19:00,0.00,21,5.2,46.6,1018.1,17.7
2004-05-27T20:00,0.00,41,2.7,0.0,1018.4,16.7
2004-05-27T21:00,0.00,52,1.1,0.0,1018.7,15.5
2004-05-27T22:00,0.00,82,1.9,0.0,1018.3,14.7
2004-05-27T23:00,0.00,85,1.8,0.0,1018.4,14.1
2004-05-28T00:00,0.00,73,2.2,0.0,1018.3,13.7
2004-05-28T01:00,0.00,74,2.2,0.0,1017.8,13.4
2004-05-28T02:00,0.00,84,2.4,0.0,1017.4,13.1
2004-05-28T03:00,0.00,90,3.3,0.0,1017.2,13.1
2004-05-28T04:00,0.10,65,1.8,19.8,1017.4,12.8
2004-05-28T05:00,0.20,50,0.7,177.5,1017.6,13.5
2004-05-28T06:00,0.30,45,3.3,417.7,1018.0,15.9
2004-05-28T07:00,0.00,42,4.7,651.6,1018.1,17.3
2004-05-28T08:00,0.00,45,4.3,863.3,1018.2,18.0
2004-05-28T09:00,0.00,35,2.5,1038.4,1018.0,19.0
2004-05-28T10:00,0.00,37,5.4,1165.0,1018.1,21.2
2004-05-28T11:00,0.00,18,8.7,1234.4,1017.8,22.1
2004-05-28T12:00,0.40,16,10.5,1242.0,1017.9,22.2
2004-05-28T13:00,0.00,44,12.3,1187.1,1017.1,22.2
2004-05-28T14:00,0.70,62,12.0,1073.7,1016.9,22.0
2004-05-28T15:00,0.30,35,10.8,909.4,1016.7,21.5
2004-05-28T16:00,0.00,16,8.7,705.4,1016.5,20.6
2004-05-28T17:00,0.00,15,6.2,475.7,1016.8,19.9
2004-05-28T18:00,0.00,23,3.5,235.8,1017.1,18.9
2004-05-28T19:00,0.00,21,4.0,48.1,1017.3,17.7
2004-05-28T20:00,0.00,37,4.0,0.0,1017.7,16.7
2004-05-28T21:00,0.00,30,2.2,0.0,1017.9,15.9
2004-05-28T22:00,0.00,41,5.4,0.0,1017.6,15.5
2004-05-28T23:00,0.00,53,4.7,0.0,1017.6,15.2
2004-05-29T00:00,0.00,83,5.8,0.0,1017.6,14.9
2004-05-29T01:00,0.00,88,6.1,0.0,1017.4,14.6
2004-05-29T02:00,0.00,93,7.6,0.0,1017.2,14.3
2004-05-29T03:00,0.00,95,8.3,0.0,1016.9,14.2
2004-05-29T04:00,0.00,89,9.0,20.8,1016.7,14.3
2004-05-29T05:00,0.00,70,10.6,179.3,1017.1,14.5
2004-05-29T06:00,0.00,20,9.8,419.2,1017.3,15.5
2004-05-29T07:00,0.00,9,11.9,652.8,1017.2,16.8
2004-05-29T08:00,0.00,15,13.4,864.3,1017.2,18.4
2004-05-29T09:00,0.00,15,14.9,1039.2,1017.0,19.9
2004-05-29T10:00,0.00,16,16.2,1165.7,1016.5,21.0
2004-05-29T11:00,0.00,35,17.3,1235.2,1016.3,21.6
2004-05-29T12:00,0.00,40,18.1,1242.9,1015.9,22.0
2004-05-29T13:00,0.00,30,18.7,1188.2,1015.7,22.1
2004-05-29T14:00,0.00,32,18.7,1075.1,1015.7,21.9
2004-05-29T15:00,0.00,28,18.7,911.1,1015.9,21.4
2004-05-29T16:00,0.00,20,18.4,707.5,1015.9,20.9
2004-05-29T17:00,0.00,15,17.4,478.1,1016.0,20.2
2004-05-29T18:00,0.00,9,16.7,238.6,1016.4,19.1
2004-05-29T19:00,0.00,14,16.2,49.5,1017.0,18.0
2004-05-29T20:00,0.00,15,15.1,0.0,1017.5,17.1
2004-05-29T21:00,0.00,15,13.8,0.0,1017.9,16.5
2004-05-29T22:00,0.00,20,12.5,0.0,1018.3,16.0
2004-05-29T23:00,0.00,13,10.0,0.0,1018.5,15.5
2004-05-30T00:00,0.00,3,9.0,0.0,1018.6,15.1
2004-05-30T01:00,0.00,6,8.1,0.0,1018.6,14.6
2004-05-30T02:00,0.00,7,7.5,0.0,1018.6,14.1
2004-05-30T03:00,0.00,7,7.5,0.0,1018.7,13.8
2004-05-30T04:00,0.00,10,8.9,21.7,1018.9,13.5
2004-05-30T05:00,0.00,0,10.5,181.0,1019.2,13.8
2004-05-30T06:00,0.00,0,10.1,420.5,1019.1,15.2
2004-05-30T07:00,0.00,0,10.6,653.9,1019.3,17.1
2004-05-30T08:00,0.00,0,10.6,865.1,1019.1,19.0
2004-05-30T09:00,0.00,4,9.5,1039.9,1019.1,20.7
2004-05-30T10:00,0.00,21,7.0,1166.4,1019.1,22.4
2004-05-30T11:00,0.00,31,2.3,1235.9,1018.9,23.8
2004-05-30T12:00,0.00,30,3.7,1243.7,1018.8,24.7
2004-05-30T13:00,0.00,36,6.2,1189.3,1018.7,24.5
2004-05-30T14:00,0.00,36,7.6,1076.4,1018.7,23.7
2004-05-30T15:00,0.00,33,9.0,912.8,1018.4,23.2
2004-05-30T16:00,1.00,62,8.3,709.5,1018.2,22.6
2004-05-30T17:00,0.00,32,3.1,480.5,1018.6,21.5
2004-05-30T18:00,0.00,20,1.3,241.3,1018.3,20.4
2004-05-30T19:00,0.00,9,1.8,50.9,1018.5,19.1
2004-05-30T20:00,0.00,18,1.8,0.0,1018.8,17.7
2004-05-30T21:00,0.00,18,2.2,0.0,1019.2,16.7
